-34.3825,2.55963,0.831021,0.955867,-0.253085,-0.80315,-0.0705342,-0.218775,0.304069,0.50346,0.180611,0.29724,-0.319916,-0.310667,-0.603177,-0.020073,0.0716378,-0.11198,0.316753,0.104273
-29.0966,2.22804,0.828529,0.974446,-0.223629,-0.463663,-0.00516231,0.148956,0.280704,0.124144,0.503184,0.00637048,-0.211164,-0.128299,-0.404636,-0.0359631,-0.12725,0.141728,0.0373603,0.032844
-27.3107,2.08337,0.165985,0.234294,0.280224,-0.476325,0.102758,0.679066,0.00701733,-0.124089,0.209121,0.0309916,-0.384319,-0.130952,0.0168726,-0.0414877,0.039398,0.0498817,-0.270921,-0.0992066
-25.1817,1.19334,-0.0424142,-0.0622599,0.492445,-0.77685,-0.0485957,0.26954,0.0747497,0.0940414,-0.113495,0.255311,-0.426874,0.20783,0.0680187,-0.166765,-0.0236979,-0.00702803,0.0708535,-0.103551
-25.0198,0.79423,0.257362,-0.249767,0.42778,0.0165292,0.0679212,-0.166631,-0.165716,0.0606815,0.00834502,0.231839,-0.38136,0.49783,-0.123139,-0.0262204,-0.0373204,-0.201903,0.161434,-0.104588
-24.2936,0.831608,0.213998,0.318897,0.436566,0.275928,0.0734975,0.158809,-0.0539443,-0.0447391,-0.0440795,-0.144428,-0.246232,0.124705,-0.324742,-0.0459261,0.140446,0.0174044,0.0336081,0.237278
-23.3278,0.900193,0.0915249,-0.0712698,0.159001,0.474268,-0.0471612,0.0474224,0.181473,0.329988,-0.000544323,0.111464,0.095683,-0.19028,-0.142584,0.0974126,0.00296968,-0.0522653,0.157448,0.278823
-23.1856,1.13181,0.409899,0.331203,0.195621,0.0682659,-0.00446349,-0.0374001,-0.0372925,0.109481,0.0326618,-0.024106,-0.00140409,-0.339118,-0.266668,-0.0592924,0.0906345,0.0770841,-0.201349,-0.20272
-23.0396,1.32722,0.547894,0.604087,0.219841,-0.0913358,0.150541,0.0531236,0.15711,0.0925884,-0.148916,-0.174024,-0.0733546,-0.0281489,-0.0667704,-0.0810082,0.022858,0.0290454,0.00262809,0.0860601
-23.0968,1.67645,0.536375,0.547203,-0.0159502,0.193118,0.199472,-0.0866338,-0.0270163,-0.00684039,-0.100989,-0.246375,-0.266919,0.0476362,-0.00955781,0.0830526,0.0713534,-0.0744926,0.0189998,-0.0329833
-22.4149,1.3842,0.495328,0.404334,0.029676,0.145418,0.183573,-0.0836378,0.0811994,0.239128,-0.0426457,0.0459547,0.105699,0.0523508,-0.314012,0.252087,0.0569496,0.123248,0.201046,-0.0726926
-17.4883,4.75448,-0.143259,-0.235725,-0.302418,-0.698616,-0.653425,-0.605496,0.0244914,0.278828,0.480787,0.164776,-0.274139,-0.334253,-0.0528413,-0.0344564,-0.326082,0.130686,0.455824,0.110736
-18.8152,4.27936,0.541736,-0.256898,-0.453282,-0.716132,-0.46733,-0.166041,0.157805,0.620724,0.470246,0.154747,-0.234774,0.0980382,-0.138312,-0.832639,-0.567949,0.413915,0.572737,0.382265
-19.7155,3.83372,1.03452,0.186159,-0.294685,-0.681789,-0.552053,-0.496061,0.074597,0.782321,0.952362,0.0380234,-0.508354,0.0673918,-0.166001,-0.884463,-0.621183,0.454226,0.611609,0.0338876
-19.793,3.35029,0.71092,0.259218,-0.393754,-0.899483,-0.617295,-0.221793,0.349674,0.831953,0.882967,0.0671946,-0.548521,-0.19283,-0.0419382,-0.826581,-0.48466,0.343721,0.487844,-0.0884042
-19.8771,3.45992,0.517701,0.00701088,-0.403504,-0.600058,-0.303882,-0.504659,0.247502,1.13552,0.906269,-0.0865483,-0.449263,0.0813531,-0.0333261,-0.920895,-0.689164,0.327422,0.620317,0.214508
-20.4478,3.12569,0.449068,0.231735,-0.177318,-0.705276,-0.581233,-0.719985,0.196698,0.928374,1.07824,0.0485278,-0.699606,-0.169689,-0.0420786,-0.782802,-0.551262,0.595138,0.577484,0.141592
-20.2224,3.10555,0.430323,-0.0321356,-0.426898,-0.842463,-0.451443,-0.497083,0.250923,0.822622,0.817049,0.16512,-0.520388,-0.198864,-0.11746,-0.858718,-0.4643,0.3091,0.366717,0.0538655
-20.5533,2.99582,0.368124,0.0579365,-0.254019,-0.734344,-0.487019,-0.0127944,0.208033,0.831681,0.830806,-0.0149197,-0.362939,-0.159086,-0.0410314,-0.872616,-0.594643,0.423623,0.4633,0.175712
-20.6031,2.84809,0.562354,-0.22314,-0.267265,-0.76039,-0.451619,-0.439166,-0.0891126,0.958107,0.81372,0.0113127,-0.522012,-0.153114,-0.135616,-0.777393,-0.488506,0.510626,0.486128,0.0653126
-20.6284,2.70507,0.836633,-0.159675,-0.17665,-0.555781,-0.58135,-0.411706,0.0837284,0.805575,0.906622,0.0607925,-0.636136,-0.20552,-0.31528,-0.853361,-0.645635,0.323197,0.396736,0.234253
-18.7279,3.98825,-0.298885,-0.2502,-0.196506,-0.644418,-0.594669,-0.495174,-0.155457,0.0298072,0.508746,0.428974,0.0302696,-0.284581,-0.358503,-0.25094,-0.608684,0.113794,0.440483,0.172526
-16.4423,5.2274,-0.468048,-0.0317004,-0.352012,-0.453719,-0.548275,-0.912721,-0.292433,0.597358,0.732528,0.235407,-0.345804,-0.287084,0.226172,0.155859,-0.66083,-0.258114,0.23869,0.413794
-18.4508,4.65453,0.102198,-0.0403789,-0.410966,-0.355701,-0.936594,-0.927579,-0.288671,0.903468,1.32514,0.324934,-0.336388,-0.277819,0.354748,-0.187157,-1.12553,-0.332721,0.37217,0.467049
-18.6891,4.15139,0.437449,-0.0746622,-0.215288,-0.444472,-0.683847,-1.03841,-0.14613,0.951958,1.23547,0.499762,-0.327951,-0.268127,0.344608,-0.128029,-1.118,-0.440216,0.5849,0.553391
-19.0205,4.06848,0.526676,0.0260854,-0.259248,-0.331775,-0.697274,-0.927217,-0.0596285,1.15983,1.29963,0.317413,-0.508396,-0.347005,0.315123,-0.195784,-1.16214,-0.429011,0.424076,0.601195
-19.415,3.657,0.163012,-0.24716,-0.383263,-0.591375,-0.950386,-0.978686,-0.0590606,0.994729,1.35506,0.470212,-0.564401,-0.165476,0.284158,-0.198056,-1.11613,-0.117048,0.667374,0.753835
-19.5034,3.74312,0.377016,-0.240135,-0.398456,-0.428634,-0.809585,-1.11756,-0.158536,1.05528,1.33347,0.697413,-0.522379,-0.316743,0.326903,-0.262927,-1.06396,-0.399346,0.604927,0.536856
-19.7677,3.37403,0.308158,-0.185795,-0.287865,-0.617421,-0.774049,-0.938674,-0.11666,1.29474,1.30114,0.41852,-0.40855,-0.452359,0.37433,-0.355008,-1.22464,-0.463876,0.494908,0.701643
-19.6169,3.20929,0.280648,-0.273347,-0.436978,-0.428181,-0.73725,-0.732135,0.167811,1.32416,1.43385,0.453179,-0.364757,-0.267,0.284225,-0.369694,-1.03491,-0.527323,0.556226,0.592826
-20.2134,3.52179,0.49219,-0.19197,-0.16155,-0.418584,-0.788375,-1.01339,-0.104876,1.00659,1.50068,0.528651,-0.572181,-0.549726,0.109291,-0.553014,-1.17675,-0.371905,0.465463,0.686752
-19.9969,3.20279,0.414727,-0.197348,-0.200601,-0.64901,-0.706289,-1.2282,-0.160599,1.17452,1.27935,0.412222,-0.659578,-0.455853,0.117026,-0.521129,-1.00714,-0.393493,0.505889,0.544671
-18.2071,3.95321,-0.693577,-0.244313,-0.429097,-0.550872,-0.705073,-0.648214,-0.121786,0.535389,0.898165,0.360818,-0.260353,-0.41943,-0.232823,-0.338424,-0.748414,-0.318893,0.500113,0.519135
-15.2648,4.99346,-0.917821,0.125679,-0.772738,-0.681327,-0.801555,-0.522947,-0.0751063,0.473756,0.686858,-0.0147709,-0.738372,0.00731059,0.103636,-0.431342,-0.564834,-0.0108247,0.561093,0.00365556
-17.0921,4.47753,-0.20545,-0.365531,-0.435123,-0.516484,-0.752673,-0.520059,-0.115983,0.763408,1.2283,-0.048889,-0.835734,0.235064,0.140096,-0.872521,-1.08992,0.163248,0.96415,-0.0693437
-17.683,4.12679,0.126616,0.100334,-0.152307,-0.667237,-0.796485,-0.462072,-0.00105227,1.05078,1.36104,-0.091874,-0.978416,0.142152,0.220527,-0.826699,-1.07116,0.232989,0.70544,0.204134
-18.1973,4.30554,-0.108931,0.14598,-0.508923,-0.682851,-0.849506,-0.391975,0.0210697,1.19525,1.25606,-0.170504,-1.00901,0.184405,0.537976,-0.950165,-1.09275,0.351045,0.748061,0.138184
-18.3873,3.65112,-0.221502,-0.155459,-0.24015,-0.975951,-0.813244,-0.471657,0.0621596,1.36808,1.2241,0.0572465,-0.8971,0.0665368,0.559753,-0.857186,-0.963942,0.333325,0.869224,0.299575
-18.9047,3.79244,-0.197407,0.134312,0.101339,-0.921271,-0.835738,-0.723999,0.013932,1.30829,1.34918,0.0552472,-1.05224,-0.268238,0.387915,-0.894516,-0.801762,0.377929,0.630579,0.122816
-18.7328,3.55391,0.0122229,-0.0977042,-0.210546,-0.719359,-0.790921,-0.54174,0.147429,1.13226,1.31395,0.0167261,-0.828164,-0.0269211,0.396284,-0.996708,-0.909768,0.481541,0.752378,0.0424123
-18.9288,3.63687,-0.235289,-0.0735619,-0.190409,-0.783957,-0.75492,-0.164533,0.349594,1.16994,1.18656,0.0153983,-0.682603,-0.0495073,0.365549,-0.962805,-0.804955,0.283218,0.69911,0.276632
-16.2116,4.45503,-1.03493,0.18369,-0.482928,-0.466222,-0.708204,-0.627786,-0.359025,0.255737,0.746177,0.375789,-0.18297,-0.422478,-0.0237256,-0.33801,-0.542735,0.0342245,0.57042,0.197242
